Pc,HPFTP_w,HPOTP_w,LPFTP_w,LPOTP_w,PBOBP_w,Pc_FPB,Pc_OPB,MFV_m,MOV_m,OPOV_m,FPOV_m,T_Nozzle_Cooling_exit,HGM_Temp,Man_OX_Temp,Man_H2_Temp,Man_MCC_COOL_Pres,HPFTP_p_pump_out,HPOTP_p_pump_out,LPFTP_p_pump_out,LPOTP_p_pump_out,PBOBP_p_pump_out,HPFTP_T_turb_inlet,HPOTP_T_turb_inlet,LPFTP_T_turb_inlet,LPOTP_T_turb_inlet
194.88,44350,27395,29124,4153.7,27395,377.08,351.27,74.582,380.46,12.279,32.828,235.27,678.54,108.8,62.397,220.22,415.39,298.387,34.2042,19.1527,553.133,953.809,610.859,412.037,105.617
193.81,44296,27209,29280,4124.1,27209,374.9,348.23,74.219,378.37,12.109,32.62,235.97,677.06,108.04,62.689,219.32,412.754,295.397,34.5053,19.0228,547.735,956.038,610.832,404.279,105
195.25,44368,27352,29192,4140.8,27352,377.08,350.79,74.195,382.76,12.322,32.752,236.6,681.86,107.89,62.857,220.52,414.072,297.27,34.2302,18.9955,552.296,951.689,622.852,412.464,104.838
193.95,44189,27223,29217,4119.8,27223,374.19,347.55,74.196,379.09,12.115,32.416,235.34,674.7,108.86,62.35,218.95,411.403,293.43,34.4252,18.8283,545.393,944.959,613.97,407.338,105.73
193.75,44328,27419,29145,4155.7,27419,374.65,348.84,74.001,378.71,12.25,32.514,235.69,679.3,110.53,62.945,218.88,412.041,296.568,34.0204,19.0502,550.333,947.534,619.308,413.88,107.126
192.92,44157,27141,29032,4109.3,27141,372.99,346.32,74.251,375.87,11.925,32.346,234.47,670.49,109.52,62.118,217.92,411.018,291.541,33.968,18.7956,541.305,944.024,595.352,414.014,106.327
192.39,44242,27191,29056,4121.8,27191,373.2,345.99,74.225,374.18,11.969,32.352,234.34,671.36,110.38,62.506,217.79,410.447,292.542,33.8522,18.9207,542.214,940.499,602.376,413.256,107.053
193.72,44214,27328,29003,4144,27328,375.28,348.54,74.361,377.77,12.21,32.448,234.6,674.43,109.67,62.124,219.06,412.956,296.237,33.9304,19.0821,549.358,934.575,617.108,415.816,106.392
194.12,44298,27385,29170,4145.8,27385,374.9,348.5,74.292,379.11,12.213,32.537,235.58,676.59,110.55,62.548,218.85,413.419,294.919,34.258,18.903,547.777,944.652,616.87,411.171,107.162
192.6,44221,27216,29039,4122.5,27216,372.21,345.35,73.75,376.28,12.028,32.173,235.32,674.07,110.02,62.844,217.33,409.136,292.775,33.7047,18.8716,543.867,935.508,612.307,418.728,106.74
193.89,44454,27269,29250,4132.5,27269,375.65,348.72,73.879,379.42,12.184,32.718,236.91,682.46,108.22,63.488,219.53,413.273,296.198,34.1544,19.0372,549.253,957.848,618.642,410.529,105.137
193.55,44212,27250,29224,4132.4,27250,374.92,347.92,74.677,376.39,12.116,32.51,234.78,671.5,109.44,62.062,219.09,411.838,295.046,34.4905,19.0451,546.669,942.96,610.614,402.763,106.215
193.15,44216,27284,29106,4136,27284,373.54,347.28,73.986,377.15,12.128,32.339,235.63,675.46,109.75,62.601,218.37,410.533,295.033,34.0044,19.0148,547.463,941.919,614.239,413.323,106.481
193.91,44114,27294,29104,4129.6,27294,373.31,347.39,73.989,379.65,12.166,32.219,235.47,674.48,109.65,62.254,218.47,409.811,293.716,34.1243,18.8188,546.668,936.291,617.859,414.186,106.405
194.98,44461,27209,29129,4123.6,27209,377.31,349.6,74.655,380.7,12.155,32.841,234.29,676.66,106.6,62.809,219.86,414.628,296.888,33.996,19.0731,550.523,947.269,608.827,414.731,103.726
193.84,44273,27317,29159,4140.8,27317,375.09,347.89,74.408,377.99,12.208,32.458,235.25,674.4,109.64,62.443,218.91,412.088,295.727,34.2002,19.0332,548.578,935.803,621.321,409.996,106.372
194.49,44318,27336,29178,4142.4,27336,375.61,349.4,74.222,380.45,12.246,32.605,235.88,678.55,108.53,62.704,219.5,412.985,297.084,34.2095,19.0641,551.46,947.897,618.224,411.809,105.398
193.86,44206,27313,29063,4141.5,27313,375.03,348.43,74.704,377.17,12.147,32.484,234.07,671.12,109.87,61.897,218.82,412.595,295.68,34.1166,19.0577,548.209,937.034,608.163,411.668,106.569
193.84,44142,27178,29227,4110.6,27178,373.22,346.98,73.797,379.99,12.092,32.31,236.75,676.61,108.18,62.528,218.75,410.403,292.861,34.4202,18.7677,545.034,947.889,615.413,408.606,105.141
194.75,44439,27446,29238,4158.3,27446,375.93,350.46,74.173,381.2,12.299,32.76,236.37,681.83,109.49,63.202,219.6,413.424,297.962,34.1902,19.0774,553.048,958.097,616.775,411.875,106.211
193.27,44319,27232,29202,4128.7,27232,374.24,346.88,74.405,376.28,12.068,32.488,234.66,673.05,109.46,62.678,218.33,411.42,294.493,34.1963,19.0075,545.838,943.024,609.958,408.066,106.233
193.94,44221,27271,29161,4130.2,27271,374.21,348.26,74.166,379.07,12.127,32.477,235.57,675.78,108.99,62.431,218.87,411.945,294.853,34.2533,18.9379,547.649,949.223,609.251,410.808,105.82
194.27,44284,27168,29116,4110.3,27168,375.11,348.44,73.908,380.83,12.107,32.55,236.46,678.92,107.25,62.829,219.51,412.093,293.941,34.0082,18.8315,546.513,950.753,611.243,415.603,104.323
193.48,44432,27377,29390,4156.1,27377,374.81,348.87,74.302,376.87,12.188,32.732,236.53,678.85,109.98,63.223,219.03,412.236,297.765,34.5505,19.2224,550.946,963.338,612.635,400.486,106.646
194.67,44300,27346,29088,4146.3,27346,376.29,349.82,74.401,380.51,12.281,32.61,235.12,677.31,108.26,62.418,219.69,413.706,298.067,34.0671,19.1449,553.005,941.071,619.448,414.816,105.154
194.71,44493,27292,29208,4131.6,27292,376.05,349.44,74.031,381.58,12.192,32.778,236.44,682.07,107.87,63.494,219.54,413.405,296.136,34.0043,18.9543,550.012,957.47,613.744,415.277,104.83
194.05,44298,27281,29184,4136.5,27281,375.39,348.67,74.454,378.46,12.168,32.593,235.18,675.25,108.7,62.473,219.24,412.798,296.323,34.2744,19.0789,549.409,946.058,612.743,408.791,105.556
192.45,43976,26980,29020,4077.6,26980,370.88,343.8,73.985,375.58,11.79,31.997,234.41,666.59,108.94,61.814,217.08,407.79,287.705,33.9998,18.5284,535.644,934.43,594.513,414.033,105.871
193.11,44001,27218,29103,4124.1,27218,372.59,346.61,74.154,376.82,12.079,32.132,234.99,670.54,109.55,61.749,218.25,409.089,293.619,34.2829,18.9281,545.444,935.228,611.64,408.995,106.319
194.21,44273,27240,29110,4127.7,27240,375.73,348.13,74.587,378.69,12.155,32.548,234.82,673.24,108.44,62.196,219.14,413.627,295.321,34.1844,18.9976,547.909,936.55,614.693,411.579,105.338
193.96,44241,27133,29022,4106.7,27133,374.28,347.09,73.975,379.84,12.061,32.386,235.06,675.39,107.24,62.612,218.63,411.427,293.641,33.7955,18.8533,545.984,938.807,610.701,419.86,104.319
194.62,44373,27233,29228,4123.1,27233,375.59,348.94,73.979,381.56,12.18,32.673,236.85,680.94,107.12,63.087,219.6,413.495,295.916,34.2562,18.9573,549.746,955.278,616.33,411.705,104.189
193.26,44219,27234,29285,4129.9,27234,373.69,347.31,74.185,376.62,12.091,32.461,236.04,674.94,109.19,62.507,218.7,411.366,294.996,34.5546,19.0405,546.817,952.248,611.357,402.179,105.996
194.3,44348,27385,29085,4151.5,27385,376.17,350.01,74.287,379.53,12.254,32.701,234.96,679.1,109.42,62.622,219.59,414.787,297.335,34.0321,19.0982,551.365,949.546,614.623,414.877,106.158
193.74,44235,27256,29072,4126.9,27256,373.99,347.2,74.138,378.61,12.118,32.352,235.66,674.23,109.28,62.521,218.37,410.937,294.032,33.9255,18.8887,546.397,936.657,613.724,416.359,106.078
194.69,44427,27338,29099,4141.5,27338,376.6,349.98,74.171,381.08,12.25,32.749,235.64,680.93,108.32,63.027,219.78,414.51,297.103,33.91,19.0404,551.424,950.054,616.711,417.598,105.209
193.95,44148,27302,29150,4133.8,27302,374.6,347.99,74.216,378.97,12.212,32.354,235.77,674.81,109.62,62.133,219.15,411.614,294.507,34.331,18.9023,547.233,936.741,622.425,409.306,106.366
194.16,44250,27274,29130,4135.5,27274,375.35,348.93,74.751,378.06,12.124,32.592,234.42,671.95,108.84,62.06,219.13,412.575,296.062,34.2298,19.0721,548.899,944.539,603.928,409.516,105.677
194.94,44319,27356,29153,4147.1,27356,377.38,350.51,74.752,380.25,12.295,32.747,234.92,676.25,108.57,62.195,220.29,414.934,297.758,34.3255,19.1176,552.064,943.088,618.688,409.307,105.424
192.79,44111,27028,28950,4086.6,27028,371.83,344.63,73.853,376.86,11.86,32.103,234.8,670.08,108.48,62.358,217.32,408.285,289.447,33.6089,18.6229,538.736,934.047,598.611,421.43,105.45
194.61,44231,27338,28995,4136.8,27338,375.35,349.67,73.739,382.32,12.283,32.448,236.2,681.23,108.43,62.703,219.71,411.944,296.026,33.745,18.9143,550.873,942.692,622.539,422.432,105.317
192.12,43957,27126,29276,4106,27126,369.8,343.94,73.717,375.17,11.931,31.919,236.69,669.94,110.12,62.173,217.02,405.98,290.395,34.5628,18.7338,540.102,942.076,608.845,402.249,106.855
193.37,44308,27198,29091,4122.8,27198,374.7,347.29,74.147,377.3,12.079,32.516,235.25,675.7,108.55,62.679,218.68,413.032,294.692,33.9872,19.0017,546.416,943.746,611.081,413.921,105.45
192.87,44228,27195,29186,4123.8,27195,373.22,346.36,74.268,375.54,12.014,32.386,235.53,672.13,109.42,62.467,218.02,410.761,293.956,34.2451,18.9993,544.908,944.974,605.787,407.361,106.212
193.31,44127,27264,29141,4133,27264,373.51,347.27,74.314,376.8,12.107,32.317,234.93,671.95,109.76,62.03,218.43,410.754,294.632,34.2983,18.9978,546.704,939.971,610.918,408.216,106.49
194.92,44288,27423,29158,4151.7,27423,376.23,350.77,74.036,382.18,12.345,32.661,236.61,682.23,109.14,62.636,220.2,414.406,297.263,34.2742,18.9931,552.413,952.728,623.135,412.84,105.918
194.39,44499,27563,29162,4185.7,27563,376.87,350.45,74.747,378.3,12.378,32.788,234.78,677.79,111.16,62.898,219.24,414.694,300.307,34.0351,19.3365,555.647,942.637,621.939,412.504,107.622
192.95,44310,27294,28987,4148.7,27294,375.3,347.33,74.842,374.05,12.129,32.48,232.75,669.36,109.97,62.151,218.25,412.6,297.259,33.7595,19.3013,549.385,926.795,611.461,414.475,106.643
195.08,44559,27459,29310,4160.1,27459,377.21,350.86,74.319,381.65,12.345,32.92,236.78,683.38,109.33,63.509,220.07,414.688,298.344,34.2821,19.0862,553.409,958.781,622.34,409.608,106.072
194.62,44358,27381,29143,4151.4,27381,376.39,350.25,74.474,380.02,12.262,32.729,235.27,678.04,108.98,62.577,219.72,414.327,297.891,34.1639,19.1307,552.375,949.567,614.072,412.318,105.775
194.51,44254,27214,29231,4115.4,27214,375.14,348.28,74.021,381.26,12.172,32.506,237.09,678.33,107.84,62.694,219.6,411.966,293.777,34.3702,18.7889,546.525,947.371,619.964,409.387,104.839
193.87,44051,27287,29058,4128.2,27287,373.25,347.47,73.939,379.71,12.169,32.182,235.74,674.37,109.62,62,218.57,410.325,293.532,34.1314,18.8039,546.455,935.22,617.981,415.012,106.378
194.59,44308,27273,29153,4128.5,27273,375.68,349.64,73.93,381.59,12.211,32.633,236.58,681.16,107.71,62.869,219.9,413.024,295.9,34.1284,18.943,549.877,954.468,615.819,414.035,104.698
194.61,44365,27237,29103,4128.8,27237,376.71,349.86,74.306,380.54,12.194,32.735,235.75,678.78,106.97,62.732,220.06,413.888,297.201,33.9976,19.0993,551.201,949.662,612.648,414.893,104.048
195.45,44398,27296,29175,4131.8,27296,377.64,351.12,74.33,382.98,12.271,32.86,236.35,681.41,107.07,62.81,220.77,414.967,297.005,34.2063,18.9807,551.657,955.404,616.096,412.954,104.13
194.23,44256,27256,29159,4122.2,27256,374.62,348.05,73.972,380.52,12.155,32.476,236.36,678.01,108.77,62.675,219.09,412.442,293.642,34.1995,18.789,546.224,946.65,616.474,413.066,105.644
193.47,44307,27249,29138,4127.4,27249,373.76,347.49,73.923,378.28,12.083,32.458,235.35,677.18,109.11,62.988,218.43,410.862,294.405,33.9523,18.9321,546.66,949.778,608.758,414.699,105.93
194.74,44408,27354,29194,4149.1,27354,376.88,350.48,74.551,380.09,12.252,32.847,235.56,678.77,108.27,62.658,219.93,415.611,298.536,34.3074,19.1903,553.108,954.67,612.578,409.725,105.155
195.03,44412,27455,29216,4160.5,27455,377.16,350.18,74.326,381.61,12.416,32.707,236.65,681.21,109.22,62.883,220.03,415.077,298.618,34.2992,19.1176,554.162,941.488,635.014,411.127,105.968
194.37,44346,27336,29171,4140.2,27336,375.25,349.22,74.06,380.53,12.216,32.616,236.21,679.8,108.84,62.926,219.3,413.004,296.291,34.1276,18.9918,550.266,952.058,615.438,413.581,105.669
195.85,44266,27329,29231,4137.8,27329,377.04,350.98,74.599,383.63,12.321,32.711,236.03,677.7,107.03,62.2,220.55,413.971,297.889,34.5455,19.0314,553.703,947.609,619.829,408.142,104.087
194.06,44198,27160,29019,4117,27160,375.26,348.08,74.693,378.05,12.051,32.532,233.69,670.57,107.63,61.793,218.96,413.578,294.981,34.0745,19.0158,547.12,938.921,601.477,413.785,104.65
193.92,44301,27240,28991,4125.8,27240,375.16,348.1,73.997,379.46,12.153,32.476,235.28,677.5,108.31,62.752,219.01,412.364,295.069,33.6743,18.9536,548.011,938.972,615.689,421.242,105.231
195.32,44508,27347,29197,4142.1,27347,376.74,350.57,73.831,383.96,12.319,32.828,237.36,686.11,106.79,63.61,220.05,414.842,298.828,34.0182,19.0946,555.145,958.579,622.99,417.623,103.864
192.84,44259,27212,29049,4126.5,27212,373.62,346.71,73.847,376.56,12.075,32.363,235.58,676.25,109,62.794,218.24,411.293,294.782,33.8146,19.0341,546.643,941.952,612.822,416.499,105.835
192.91,44043,27390,29046,4148.9,27390,372.51,346.54,74.101,376.19,12.179,32.092,234.54,671.66,112.18,61.844,217.75,410.341,293.64,34.1321,18.8957,545.6,928.471,620.272,412.712,108.58
194.26,44278,27302,29083,4131.5,27302,375.05,349.13,74.187,379.95,12.154,32.526,234.86,676.7,109.31,62.656,219.3,410.876,294.399,33.8863,18.8581,547.217,947.216,608.619,416.525,106.097
193.88,44234,27129,29151,4111.3,27129,374.93,347.52,74.582,377.81,12.031,32.533,234.42,671.53,107.54,62.143,218.96,412.444,294.283,34.283,18.9715,545.841,943.312,604.134,408.502,104.577
193.91,44355,27326,29171,4141,27326,375.39,348.7,74.175,378.74,12.203,32.592,235.66,678.26,109.4,62.905,219.25,412.493,295.945,34.0947,19.0222,548.974,947.247,617.553,411.804,106.161
193.57,44186,27281,29015,4132.5,27281,374.19,348.38,73.814,378.93,12.164,32.368,235.59,677.83,109.12,62.556,219.04,410.802,295.06,33.8097,18.9599,548.123,943.805,614.348,418.324,105.932
194.3,44306,27368,29209,4147.5,27368,375.7,349.39,74.534,378.92,12.225,32.638,235.34,675.92,109.77,62.43,219.43,413.251,296.359,34.3655,19.0381,549.688,947.835,614.306,407.6,106.474
194.09,44282,27337,29084,4144.7,27337,375.8,349.12,74.426,378.63,12.223,32.577,235.35,675.86,109.32,62.334,219.36,413.634,296.657,34.0819,19.0848,550.101,941.203,616.063,413.216,106.088
195.91,44296,27364,29201,4136.9,27364,377.35,352.36,73.586,386.59,12.427,32.748,238.15,688.81,106.62,63.053,221.64,413.803,297.745,34.2871,18.9091,554.551,961.834,631.034,414.05,103.72
194.45,44548,27415,29244,4163.1,27415,377.42,350.78,74.319,379.64,12.333,32.926,236.29,683.01,108.5,63.41,220.14,415.165,300.441,34.1541,19.3492,555.777,957.064,622.059,410.11,105.333
194.07,44451,27384,29270,4152.5,27384,375.76,349.72,74.13,379.15,12.238,32.778,236.46,681.61,109.4,63.278,219.52,413.709,297.611,34.2709,19.1318,551.492,960.784,615.549,408.5,106.139
193.79,44175,27215,29207,4119.1,27215,374.37,347.26,74.254,378.43,12.123,32.379,235.79,673.79,109.08,62.262,219.01,411.15,293.145,34.4153,18.8273,544.687,939.999,617.454,406.642,105.92
194.31,44257,27171,29105,4111.4,27171,375.27,348.51,74.184,380.18,12.086,32.57,235.68,676.38,107.56,62.489,219.46,412.635,293.778,34.0902,18.8369,545.973,949.066,607.028,414.016,104.599
193.89,44136,27120,29074,4111.8,27120,375.14,348.29,74.35,378.49,12.082,32.476,234.76,673.34,106.75,61.906,219.56,412.381,295.374,34.2101,19.0495,547.879,943.023,607.813,410.694,103.876
193.56,44180,27233,29187,4123.2,27233,373.76,347.48,73.865,378.78,12.131,32.369,236.03,677.14,108.88,62.565,218.91,411.04,294.001,34.2996,18.8866,546.281,947.241,616.782,409.392,105.74
194.21,44463,27402,29120,4156.8,27402,376.07,349.65,74.298,379.19,12.255,32.721,235.21,679.42,109.4,63.135,219.2,413.56,298.28,33.8609,19.1854,552.737,948.414,615.652,416.385,106.13
194.64,44364,27515,29125,4170.5,27515,376.42,350.6,74.284,380.52,12.387,32.659,235.06,680.43,110.5,62.741,219.72,414.112,298.496,34.0696,19.125,553.853,944.616,625.673,414.674,107.075
194.8,44334,27298,29253,4135.5,27298,376.16,349.49,74.167,381.52,12.275,32.657,236.48,680.22,107.55,62.798,219.96,413.721,297.231,34.4243,19.0526,551.861,949.736,624.139,408.516,104.541
193.12,44107,27105,29101,4103.3,27105,372.64,345.73,73.955,377.42,11.99,32.198,235.54,672.15,108.27,62.263,218.05,409.608,292.155,34.11,18.8148,543.051,938.287,608.708,412.432,105.238
193.08,44336,27309,29053,4142.7,27309,373.74,347.59,73.924,376.98,12.111,32.471,235.17,677.43,109.7,62.988,218.09,411.982,296.156,33.7523,19.1083,548.998,947.681,608.834,418.188,106.42
194.19,44309,27437,29096,4156.9,27437,375.73,349.56,74.135,379.67,12.315,32.545,235.75,679.33,110.38,62.693,219.47,413.029,296.772,33.9989,19.0294,550.909,941.859,624.555,415.277,106.991
195.57,44281,27421,29333,4147.7,27421,376.07,351.36,73.675,385.27,12.42,32.673,238.32,686.96,107.84,63.012,220.78,413.502,297.914,34.648,18.9505,554.612,962.911,631.854,407.414,104.78
194.82,44556,27385,29190,4147.3,27385,377.02,350.4,73.878,382.15,12.314,32.856,236.75,686.03,108.38,63.763,220.07,414.648,297.673,33.915,19.0372,552.549,957.427,624.053,417.049,105.256
194.46,44416,27294,29216,4134.4,27294,375.3,349.08,73.742,381.68,12.228,32.657,237.21,683.45,107.53,63.432,219.41,413.179,297.053,34.1072,19.0343,551.743,956.729,620.107,414.389,104.531
194.2,44420,27327,29250,4138,27327,375.39,348.71,73.692,380.95,12.265,32.616,237.25,683.91,108.58,63.517,219.47,412.918,296.233,34.1686,18.9747,550.214,953.026,627.887,412.2,105.444
194.71,44262,27194,29018,4120.7,27194,376.59,349.3,74.746,379.8,12.133,32.639,234.19,672.7,107.17,61.988,219.73,413.742,295.832,33.981,19.0196,548.914,938.569,606.439,415.604,104.238
194.51,44422,27303,29189,4138.7,27303,376.64,349.5,74.523,379.54,12.207,32.764,235.18,677.49,108.41,62.828,219.7,413.953,296.847,34.1616,19.078,550.293,948.595,614.188,410.807,105.293
194.05,44354,27191,29045,4112.4,27191,374.6,347.54,73.719,380.7,12.1,32.478,236.26,679.57,107.87,63.226,218.79,411.615,293.406,33.6528,18.7839,545.848,944.973,613.793,422.324,104.869
193.3,44319,27284,29302,4140.9,27284,374.65,347.01,74.599,375.75,12.143,32.532,235.31,672.82,109.74,62.507,218.5,412.763,296.031,34.57,19.1403,547.965,942.029,617.867,400.947,106.462
194.13,44599,27381,29306,4153.2,27381,376.71,349.34,74.226,378.95,12.264,32.882,236.52,682.55,109.23,63.726,219.53,414.643,297.973,34.1902,19.1669,551.666,956.415,622.474,408.811,105.994
193.56,44278,27241,29064,4129.9,27241,374.48,347.92,74.2,377.77,12.097,32.483,235.13,675.03,108.74,62.594,218.68,411.644,295.42,33.886,19.0388,547.956,944.079,607.68,415.667,105.605
194.81,44521,27430,29197,4156.8,27430,377.07,350.87,74.173,381.26,12.318,32.879,236.3,683.62,109.07,63.411,220.05,414.786,298.307,34.0319,19.1063,553.254,957.69,619.339,414.402,105.844
194.29,44393,27289,29107,4138.1,27289,376.84,349.37,74.41,379.19,12.223,32.731,235.43,678.09,108.21,62.702,219.78,414.964,297.106,34.0413,19.1167,550.556,944.516,617.769,413.601,105.122
192.45,44197,27261,29110,4130.3,27261,371.88,345.94,73.518,376.36,12.061,32.205,236.31,677.01,110.36,62.932,217.58,409.539,293.45,33.9324,18.9129,544.976,945.78,613.214,414.855,107.023
194.59,44087,27200,28997,4113,27200,374.46,348.29,74.056,381.59,12.144,32.316,235.51,674.8,107.64,61.954,219.22,411.453,293.678,33.9932,18.7809,546.981,936.796,613.185,418.684,104.666
194.35,44451,27358,29278,4144.2,27358,375.41,349.92,73.58,381.65,12.27,32.723,237.72,686.45,108.28,63.753,219.81,412.447,297.467,34.1497,19.0488,552.336,965.703,621.173,412.133,105.175
193.41,44226,27182,29196,4116.2,27182,373.56,346.88,74.053,377.82,12.045,32.406,235.9,674.87,108.73,62.615,218.5,410.867,293.338,34.2576,18.8749,544.752,947.954,609.021,409.076,105.62
192.73,44179,27120,29056,4102.3,27120,371.64,345.46,73.352,377.91,11.956,32.173,236.4,676.84,108.72,63.019,217.61,408.522,291.264,33.7332,18.7177,542.018,947.077,606.169,419.555,105.632
194.93,44147,27261,29143,4126.6,27261,375.44,349.91,74.21,382.02,12.217,32.526,236.14,677.23,107.36,62.082,220.04,412.424,296.051,34.3626,18.9498,550.513,949.201,613.492,411.051,104.397
194.89,44462,27399,29308,4160,27399,377.38,351.35,74.484,380.61,12.338,32.922,236.17,681.61,107.85,63.018,220.5,414.728,300.728,34.459,19.3488,556.617,960.337,619.384,405.208,104.765
193.73,44287,27269,29303,4129.7,27269,373.67,347.38,73.925,379.08,12.147,32.432,236.7,677.84,108.98,63.021,218.65,410.34,294.786,34.3932,18.9332,547.601,950.673,617.988,406.757,105.814
195.11,44573,27326,29197,4144.1,27326,378.01,350.52,74.488,381.35,12.283,32.955,235.76,681.34,107.22,63.336,220.2,415.533,299.007,34.0303,19.1965,554.002,951.712,618.97,413.937,104.241
192.73,44027,27269,29001,4125.3,27269,371.51,345.12,73.917,376.39,12.056,31.971,234.84,670.21,111.47,61.998,217.15,408.628,291.08,33.9102,18.7076,541.765,925.831,614.536,416.968,108.003
193.53,44277,27183,29015,4120.4,27183,375.09,348.07,74.203,377.61,12.067,32.539,234.63,675.3,108.18,62.512,219.07,412.527,294.795,33.8129,19.0056,546.64,944.788,605.831,416.734,105.128
193.43,44414,27233,29108,4121.2,27233,373.68,346.91,73.445,379.48,12.1,32.431,236.47,681.49,108.76,63.765,218.28,410.122,293.721,33.5976,18.8388,546.064,948.698,616.406,421.407,105.635
194.44,44560,27331,29246,4144.9,27331,376.88,350.15,74.298,379.72,12.216,32.916,236.29,681.72,108.25,63.544,219.88,413.826,297.978,34.0527,19.159,551.892,960.606,612.463,411.328,105.144
195.2,44347,27309,29170,4135.9,27309,377.16,350.25,74.555,381.67,12.268,32.74,235.51,677.72,107.76,62.49,220.24,414.338,296.934,34.2644,19.0156,551.299,945.52,618.279,411.346,104.731
194.69,44294,27342,29074,4137.5,27342,375.71,350.01,73.861,382.1,12.264,32.582,236.78,681.73,108.53,62.84,219.87,412.806,295.999,33.9204,18.914,550.471,950.162,618.636,418.61,105.403
195.46,44453,27479,29344,4170.4,27479,377.65,352.03,74.386,382.61,12.452,32.914,237.22,683.93,107.92,63.04,220.77,415.307,301.841,34.5957,19.3555,559.285,959.406,628.715,404.922,104.808
193.16,44330,27447,29080,4168.6,27447,375,348.5,74.455,375.56,12.237,32.541,234.61,675.11,111.41,62.493,218.5,413.642,297.88,33.9954,19.2568,551.107,939.688,616.711,412.508,107.866
193.73,44115,27271,28926,4131.6,27271,374.63,347.89,74.526,377.5,12.116,32.37,233.67,670.62,109.76,61.559,218.61,413.424,294.254,33.9335,18.9381,546.28,931.403,607.746,417.408,106.499
195.32,44592,27537,29383,4176,27537,378.17,352.08,74.26,382.36,12.479,33.015,237.44,686.92,109.19,63.665,220.85,415.47,300.854,34.4655,19.2538,557.454,962.442,633.098,405.731,105.919
194.1,44297,27303,29086,4133.6,27303,374.38,347.93,73.799,380.61,12.21,32.403,236.43,679.2,108.72,62.975,218.72,411.545,295.465,33.8607,18.9333,549.39,940.665,621.897,419.124,105.58
193.22,44178,27217,28973,4120.1,27217,373.99,346.83,73.863,377.67,12.11,32.266,235.18,675.31,109.51,62.471,218.6,410.727,292.853,33.7126,18.8287,544.19,932.983,617.858,419.292,106.298
196.33,44227,27275,29095,4126.1,27275,378.03,351.62,74.569,385.25,12.331,32.735,235.79,678.3,105.89,61.926,221.16,415.316,297.394,34.3239,18.9519,553.374,943.339,619.976,414.34,103.098
194.28,44359,27247,29270,4126.9,27247,375.34,348.76,73.807,380.97,12.214,32.61,237.16,682.13,107.42,63.248,219.71,412.268,296.201,34.2965,18.9978,550.058,954.948,622.607,409.472,104.447
194.17,44148,27311,29201,4137.6,27311,374.24,348.31,74.052,380.11,12.239,32.37,236.17,676.84,108.7,62.26,219.12,411.917,296.202,34.4663,19.0121,550.386,942.789,623.045,408.358,105.556
194.04,44396,27383,29372,4151.6,27383,374.65,348.42,73.932,379.78,12.282,32.58,237.51,681.49,109.21,63.35,219.01,412.246,297.662,34.5192,19.1217,552.216,953.791,627.875,404.894,105.973
195.78,44389,27412,29208,4148.6,27412,377.23,351.69,73.849,385.34,12.419,32.798,237.53,686.86,107.27,63.116,220.81,415.473,298.855,34.2867,19.0309,555.828,957.881,629.562,414.551,104.28
195.21,44265,27248,29290,4119,27248,375.72,350.05,74.095,383.14,12.194,32.686,237.04,680.41,107.31,62.661,220.29,412.846,294.694,34.5755,18.7939,548.453,961.775,612.559,406.831,104.367
195.5,44448,27299,29155,4132.3,27299,377.78,350.72,74.321,383.18,12.285,32.855,235.9,681.6,106.98,62.979,220.54,415.313,297.178,34.0909,18.9885,552.013,950.683,619.768,415.396,104.047
193.93,44114,27218,29254,4117.4,27218,373.89,347.45,74.202,379.07,12.119,32.347,236.16,673.83,109.08,62.127,219.08,410.573,292.764,34.5993,18.7735,544.454,944.32,615.552,404.053,105.927
193.84,44166,27314,29076,4137.4,27314,374.41,348.41,73.81,379.75,12.243,32.334,235.75,678.49,109.06,62.489,219.22,411.173,295.736,34.0297,18.9824,549.567,939.872,624.271,415.314,105.868
194.26,44499,27427,29220,4161.2,27427,376.63,349.84,74.486,378.7,12.281,32.81,235.86,679.33,109.84,63.136,219.47,414.361,298.369,34.1401,19.1974,552.464,950.514,618.559,410.34,106.516
193.84,44262,27282,29056,4137.6,27282,375.15,348.83,74.436,377.91,12.133,32.571,234.97,674.45,108.92,62.268,219.03,413.159,296.308,34.0122,19.0966,549.28,945.546,605.88,414.051,105.743
193.83,44283,27171,29202,4115.1,27171,374.49,347.66,74.232,378.54,12.052,32.54,235.55,675.16,108,62.656,218.92,411.665,294.068,34.2497,18.916,545.875,950.688,606.346,409.169,104.973
193.82,44035,27131,29058,4102,27131,373.22,346.82,73.691,380.34,12.084,32.19,236.09,675.64,107.65,62.095,218.81,410.776,292.256,34.1578,18.7212,544.37,939.134,616.059,415.168,104.69
193.26,44166,27183,29309,4122.6,27183,374.05,347.57,74.597,375.76,12.028,32.532,235.37,671.38,108.97,61.983,218.98,411.871,294.358,34.7912,19.0262,545.241,954.685,602.663,397,105.816
194.18,44356,27390,29209,4152.5,27390,375.54,349.44,74.203,379.44,12.269,32.62,236.04,679.22,109.51,62.902,219.42,412.568,297.408,34.2031,19.1068,551.616,949.454,619.955,410.359,106.239
