Pc,HPFTP_w,HPOTP_w,LPFTP_w,LPOTP_w,PBOBP_w,Pc_FPB,Pc_OPB,MFV_m,MOV_m,OPOV_m,FPOV_m,T_Nozzle_Cooling_exit,HGM_Temp,Man_OX_Temp,Man_H2_Temp,Man_MCC_COOL_Pres,HPFTP_p_pump_out,HPOTP_p_pump_out,LPFTP_p_pump_out,LPOTP_p_pump_out,PBOBP_p_pump_out,HPFTP_T_turb_inlet,HPOTP_T_turb_inlet,LPFTP_T_turb_inlet,LPOTP_T_turb_inlet
194.46,44238,27262,29284,4126.7,27262,375.29,348.98,73.938,381.23,12.242,32.528,237.05,680.24,107.84,62.725,219.99,411.896,295.522,34.5251,18.9267,549.253,951.498,624.753,405.952,104.817
194.04,44331,27387,29077,4147.3,27387,374.87,349.03,73.836,380.15,12.245,32.516,236.09,680.78,109.82,63.029,219.05,412.316,296.026,33.8326,18.967,549.997,947.328,619.063,418.91,106.52
193.52,44202,27262,29292,4135,27262,373.31,347.18,74.559,376.71,12.072,32.445,235.37,671.13,109.38,62.166,218.13,411.47,295.506,34.6528,19.0756,547.845,948.718,605.305,401.546,106.153
194.58,44356,27264,29269,4136.1,27264,376.72,349.77,74.738,379.19,12.199,32.778,235.09,675.66,107.59,62.482,220.05,413.563,297.696,34.4867,19.176,551.375,951.272,612.337,403.908,104.581
194.92,44222,27305,29014,4137.9,27305,376.57,349.88,74.43,381.04,12.273,32.561,234.99,676.19,107.82,62.038,219.97,414.182,297.309,34.0297,19.0764,552.026,936.392,619.691,416.599,104.78
195.84,44491,27349,29253,4143.6,27349,378.01,351.81,74.727,382.96,12.271,33.042,235.69,680.25,107.12,62.829,220.58,416.356,298.75,34.3938,19.1136,554.188,962.17,608.653,409.589,104.152
194.41,44226,27384,29101,4146.5,27384,375.3,348.96,74.271,380.13,12.276,32.462,235.61,676.52,109.83,62.277,219.24,413.063,295.904,34.1666,18.9586,549.838,937.612,622.61,413.795,106.53
192.59,44064,27063,29105,4098.3,27063,372.32,345.35,74.259,374.95,11.882,32.232,234.59,668.39,109.01,61.865,217.83,409.905,290.821,34.2464,18.789,539.875,941.856,597.005,407.97,105.897
194.45,44359,27420,29136,4158.8,27420,376.65,350.5,74.677,378.87,12.267,32.759,234.93,676.64,109.88,62.425,219.76,414.426,297.925,34.1719,19.1571,551.958,948.633,612.228,410.869,106.55
194.18,44288,27228,29168,4125.6,27228,375.43,348.67,74.435,378.98,12.125,32.602,235.32,675.04,108.15,62.462,219.37,412.455,295.352,34.226,18.9942,547.991,947.728,608.859,409.803,105.089
195.54,44334,27319,29211,4141,27319,377.79,350.99,74.743,382.15,12.319,32.801,235.2,677.46,107.02,62.286,220.69,414.907,298.685,34.4541,19.1486,554.098,946.1,620.334,407.93,104.069
194.1,44279,27349,29227,4142.8,27349,374.65,348.72,74.012,379.88,12.242,32.473,236.63,678.76,109.33,62.859,219.23,410.843,296.116,34.2458,18.9969,550.013,947.418,621.625,409.93,106.097
194.77,44042,27179,28918,4105.9,27179,375.14,349.28,73.469,383.85,12.224,32.308,236.36,681.01,106.59,62.15,220.28,411.888,293.635,33.8182,18.7097,547.667,940.426,622.933,423.416,103.752
193.81,44271,27146,29122,4115.9,27146,375.82,348.19,74.623,377.35,12.061,32.624,234.58,672.69,107.63,62.193,219.44,413.227,294.93,34.2,19.0341,546.447,944.289,605.564,408.92,104.651
194.72,44489,27387,29209,4154.9,27387,377.51,350.98,74.409,380.32,12.306,32.909,235.75,681.65,108.37,63.102,220.33,415.154,299.221,34.1683,19.2301,554.13,956.144,618.208,410.827,105.231
194.76,44245,27263,29212,4124.1,27263,375.63,349.1,74.288,381.22,12.198,32.564,235.63,676.98,108.27,62.431,219.81,412.4,294.498,34.3944,18.8363,547.622,947.141,616.752,408.931,105.199
193.74,44077,27137,29029,4107.1,27137,374.15,347.25,74.233,378.49,12.052,32.308,234.97,671.85,108.14,61.806,218.93,411.35,292.687,34.1095,18.8132,544.067,936.364,608.69,413.592,105.111
195.96,44411,27407,28995,4154.1,27407,379.55,353.03,74.772,383.17,12.391,32.991,234.91,680.36,107.44,62.294,221.38,417.589,299.875,33.9163,19.1863,556.104,946.726,617.241,419.077,104.413
193.47,44292,27227,29085,4126.5,27227,374.76,347.65,74.63,376.28,12.027,32.571,234.35,671.44,109.58,62.267,218.5,412.927,293.962,34.0468,18.9607,544.874,944.33,599.724,411.818,106.344
194.51,44302,27276,29309,4131.1,27276,375.1,348.51,74.214,380.59,12.204,32.591,236.94,678.05,108.05,62.703,219.33,413.182,296.016,34.5988,18.9854,549.751,951.181,619.433,405.213,104.996
193.24,44296,27261,29120,4132.3,27261,373.94,347.73,73.849,377.71,12.113,32.456,235.72,678.11,109.12,62.988,218.65,410.937,295.268,33.9212,19.0218,547.773,949.693,611.694,414.505,105.927
193.27,44167,27214,28972,4121,27214,373.48,347.01,73.949,377.76,12.067,32.274,235.01,674.08,109.24,62.395,218.31,410.237,293.369,33.7072,18.8735,545.133,937.106,609.156,419.88,106.058
194,44389,27320,29214,4144.8,27320,375.39,348.36,74.449,378.26,12.197,32.614,235.4,675.98,108.91,62.841,218.88,412.753,297.339,34.1993,19.1616,550.957,944.164,616.645,409.58,105.729
193.73,44237,27218,28993,4122.1,27218,374.01,347.29,74.06,378.83,12.087,32.368,235.16,674.62,108.54,62.523,218.34,411.381,294.326,33.7308,18.92,546.882,937.689,609.542,420.57,105.437
193.83,44380,27253,29370,4130.6,27253,374.8,348,74.297,378.2,12.13,32.624,236.38,676.91,108.71,63.094,219.11,410.965,295.456,34.5016,19.0195,547.827,955.186,613.74,402.217,105.572
194.28,44272,27319,29048,4136.8,27319,375.28,349.22,74.073,380.28,12.21,32.513,235.44,678.13,108.93,62.635,219.38,411.984,295.693,33.8607,18.9555,549.402,944.3,614.869,418.157,105.759
195.52,44499,27356,29199,4143.7,27356,377.7,351.75,74.451,382.74,12.266,32.99,236.04,681.98,107.51,63.11,220.55,415.123,298.246,34.1274,19.0753,553.437,962.729,609.202,413.623,104.496
191.44,44040,27057,28957,4095.4,27057,369.52,342.55,73.445,373.94,11.839,31.807,234.6,669.35,110.07,62.552,216.07,405.585,289.132,33.5261,18.6874,537.802,927.844,604.83,420.852,106.834
194.7,44358,27404,29076,4153,27404,376.21,350.25,74.131,381.25,12.306,32.675,236.04,680.93,108.85,62.773,219.66,414.736,298.076,33.9723,19.101,553.312,948.12,619.566,417.808,105.661
193.65,44277,27366,29139,4141.6,27366,373.86,347.33,73.848,379.03,12.216,32.339,235.39,678.04,110.65,62.914,218.38,411.126,294.184,34.0131,18.8524,546.971,938.686,624.726,415.153,107.254
192.75,44116,27165,29095,4117.5,27165,372.72,345.8,74.189,375.56,12.005,32.217,234.53,670.38,109.38,62.103,217.85,409.938,293.073,34.1268,18.935,543.827,936.131,607.806,410.491,106.188
194.9,44508,27393,29122,4149.4,27393,377.1,350.37,73.995,382.13,12.336,32.778,236.48,684.13,108.39,63.49,220.02,414.178,297.997,33.7986,19.0658,553.22,949.226,625.879,419.399,105.265
194.78,44262,27315,29058,4140.6,27315,376.76,349.97,74.959,379.31,12.203,32.678,234.2,672.19,108.72,61.806,219.73,414.445,296.749,34.1584,19.0759,550.284,939.07,608.102,412.328,105.565
193.92,44278,27342,28952,4148.2,27342,376.05,349.75,74.619,377.52,12.174,32.646,234.13,674.16,109.59,62.071,219.32,414.371,297.01,33.8034,19.149,550.148,942.74,604.713,417.672,106.317
193.05,44017,27053,29068,4094.1,27053,372.1,345.24,74.087,377.02,11.928,32.105,234.82,668.9,108.12,61.862,217.81,408.752,291.077,34.1312,18.7524,541.344,934.714,603.288,412.172,105.116
193.56,44013,27064,29173,4094.6,27064,372.95,346.11,74.248,378.03,11.975,32.222,235.57,669.75,107.77,61.701,218.53,410.022,291.418,34.5214,18.7422,541.988,940.071,605.845,405.711,104.809
192.47,44137,27289,29274,4135.7,27289,372,345.41,74.118,374.79,12.087,32.144,235.45,671.36,111.46,62.428,217.59,408.157,292.977,34.4513,18.9132,543.697,937.09,618.477,402.621,107.974
193.87,44131,27188,29116,4110.3,27188,373.61,347.28,73.816,380.01,12.091,32.317,236.03,676.39,108.55,62.372,218.85,411.153,292.266,34.1915,18.711,544.103,944.645,613.539,413.427,105.472
194.56,44138,27286,29151,4128.3,27286,374.41,349.09,74.052,381.39,12.19,32.428,236.51,677.05,108.45,62.221,219.42,411.515,294.876,34.3251,18.8617,548.717,948.836,613.2,411.665,105.352
193.12,44320,27303,29126,4140.8,27303,373.84,346.99,74.396,375.84,12.08,32.466,234.49,672.83,110.43,62.621,217.87,411.957,295.013,34.0225,19.0459,546.73,941.957,607.222,412.093,107.067
192.74,44134,27226,29117,4122.6,27226,371.84,345.87,73.826,376.5,12.016,32.185,235.4,673.44,110.22,62.493,217.55,409.229,292.457,34.0684,18.8333,543.485,943.296,607.355,412.737,106.914
194.14,44394,27346,29275,4147.1,27346,375.65,348.66,74.457,378.64,12.236,32.627,236.08,676.71,109.22,62.914,219.2,412.179,297.17,34.3212,19.1256,550.806,945.109,620.637,406.757,105.992
193.4,44231,27149,29104,4117.9,27149,374.44,346.91,74.375,376.87,12.052,32.446,234.74,672.34,107.85,62.258,218.56,412.451,295.054,34.1409,19.065,546.891,939.121,609.236,410.953,104.84
194.06,44221,27333,29123,4140.9,27333,375.31,348.9,74.296,378.94,12.221,32.507,235.56,676.15,109.57,62.254,219.39,413.035,295.651,34.2344,18.9897,548.774,942.542,617.799,410.937,106.312
192.48,44166,27160,29055,4117.3,27160,372.6,345.28,74.772,373.15,11.882,32.306,233.17,664.69,110.64,61.8,217.09,410.74,291.684,34.055,18.8903,540.606,935.29,591.804,409.997,107.293
195.02,44172,27404,29002,4149.5,27404,375.73,350.62,74.529,381.35,12.267,32.537,234.71,674.98,109.38,61.833,219.63,413.054,296.765,34.0226,18.9879,551.665,941.77,609.835,417.578,106.133
194.7,44254,27346,29163,4143,27346,376.14,349.99,74.315,380.81,12.282,32.613,235.74,678.25,108.57,62.344,220,413.701,297.037,34.3316,19.0442,551.468,946.714,620.104,410.27,105.433
192.28,44242,27222,29170,4127.2,27222,372.04,345.2,73.922,374.71,12.003,32.252,235.46,673.28,110.4,62.826,217.26,409.71,293.239,34.0729,18.9583,543.819,942.539,609.614,410.293,107.063
191.78,43983,27026,28940,4093.9,27026,370.74,343.76,73.951,373.53,11.822,31.964,233.87,666.56,109.35,61.82,216.8,407.911,290.002,33.7783,18.7822,538.596,930.797,596.47,416.427,106.202
193.67,44209,27223,29236,4121.7,27223,373.49,346.7,74.126,378.09,12.09,32.366,235.64,674.28,109.19,62.503,218.39,411.073,293.464,34.4146,18.8657,545.186,944.116,614.447,406.694,106.013
193.98,44278,27216,29230,4121.3,27216,374.45,347.56,74.192,379.13,12.115,32.485,235.8,675.66,108.33,62.689,218.88,411.49,294.419,34.319,18.9146,546.816,946.345,613.912,408.586,105.258
193.49,44266,27273,29012,4132.6,27273,374.63,347.81,74.074,377.88,12.14,32.431,235.07,676,109.39,62.601,218.73,411.93,294.883,33.7705,18.9786,547.26,939.04,613.965,418.285,106.164
194.05,44418,27326,29201,4145.7,27326,376.06,348.96,74.082,379.36,12.273,32.651,236.33,680.75,108.3,63.172,219.54,413.381,298.139,34.114,19.1927,552.473,946.581,626.083,411.62,105.184
194.07,44178,27291,29068,4129.7,27291,373.96,348.06,74.3,379.19,12.108,32.402,234.7,673.29,109.73,62.142,218.51,411.692,293.678,34.0762,18.827,546.097,942.446,605.772,415.083,106.474
193.93,44145,27153,29196,4111.8,27153,374.01,347.17,74.318,378.79,12.07,32.378,235.54,672.44,107.81,62.094,218.83,411.192,293.795,34.445,18.8938,545.829,942.111,610.601,406.997,104.819
193.46,44138,27280,29194,4131.3,27280,373.34,347.34,74.032,378.01,12.137,32.312,235.74,674.93,109.83,62.31,218.59,410.632,294.024,34.3818,18.9002,546.249,944.351,615.602,407.702,106.559
195.6,44461,27457,29219,4164.6,27457,378.5,352.31,74.567,382.56,12.427,32.956,236.03,682.43,108.02,62.831,220.98,416.141,300.779,34.3198,19.2699,557.442,953.58,624.844,410.206,104.908
194.2,44442,27226,29140,4126.2,27226,376.37,348.49,74.324,379.23,12.159,32.699,235.38,677.78,107.75,63.048,219.43,413.514,295.961,33.9497,19.0367,548.763,944.414,615.974,414.319,104.733
194.22,44265,27263,29176,4128.8,27263,374.92,347.94,74.205,379.81,12.183,32.482,236.05,676.26,108.45,62.526,219.01,412.797,295.256,34.2791,18.9509,548.453,941.44,619.401,410.992,105.353
194.89,44429,27228,29253,4132,27228,377.92,350.01,74.67,380.27,12.255,32.857,235.63,678.03,106.21,62.725,220.57,414.851,298.816,34.395,19.2476,553.223,947.501,621.21,406.027,103.37
193.56,44412,27384,29259,4147.9,27384,373.88,347.57,73.649,379.15,12.231,32.47,237.21,681.91,110.25,63.627,218.41,411.097,295.697,34.0847,18.9722,549.162,949.903,625.9,412.498,106.894
194.06,44360,27249,29232,4129.6,27249,375.81,349.08,73.947,379.81,12.203,32.666,237,681.36,107.73,63.093,219.91,412.958,296.401,34.2525,19.0501,549.767,955.19,619.752,409.192,104.709
195.75,44582,27383,29309,4154,27383,379.16,351.96,74.588,382.89,12.402,33.081,236.37,683.74,106.73,63.289,221.16,416.607,300.912,34.3923,19.2912,557.337,956.675,626.957,407.711,103.791
192.48,44023,27126,28925,4110.1,27126,371.77,344.93,74.12,375.12,11.941,32.039,233.87,667.59,109.49,61.769,217.17,409.115,291.926,33.7671,18.8668,542.236,927.177,602.741,418.251,106.297
193.69,44325,27220,29191,4125.8,27220,374.89,347.98,74.107,378.35,12.125,32.541,235.99,677.21,108.21,62.916,219.13,411.36,295.42,34.1176,19.0245,547.942,948.337,613.914,410.523,105.146
193.88,44194,27309,29083,4137.8,27309,374.64,348.24,74.609,377.67,12.132,32.454,234.4,671.45,110.02,61.956,218.71,412.157,294.784,34.1539,18.9648,547.086,938.676,607.508,411.623,106.714
191.82,44072,27088,28983,4103.2,27088,370.82,343.66,73.946,373.57,11.859,31.995,234.12,667.6,110.11,62.189,216.58,407.8,290.295,33.7393,18.7864,539.119,930.127,600.448,416.662,106.852
194.68,44364,27376,29283,4142.1,27376,375.19,349.69,73.823,382.12,12.273,32.632,237.42,683.14,108.97,63.271,219.66,412.153,296.049,34.3141,18.9055,550.526,958.872,621.149,410.477,105.787
194.83,44488,27364,29303,4151.5,27364,377.84,350.7,74.785,379.61,12.288,32.939,235.61,678.59,108.47,62.891,220.42,414.837,298.692,34.4442,19.2122,552.87,953.834,618.038,404.125,105.323
194.52,44420,27347,29155,4148,27347,376.39,349.77,74.436,379.8,12.238,32.757,235.61,678.45,108.4,62.832,219.49,414.575,298.248,34.1038,19.1797,552.737,949.575,614.314,413.078,105.269
194.23,44211,27200,29033,4116,27200,375.38,348.26,73.952,380.6,12.168,32.47,236.2,678.04,107.67,62.386,219.51,413.689,294.265,34.0141,18.8584,547.073,940.65,619.044,417.157,104.687
194.16,44275,27300,29080,4134.3,27300,374.92,348.75,74.239,379.48,12.151,32.546,235.03,676.27,109.12,62.479,218.98,413.002,295.202,34.0229,18.9442,548.26,946.699,608.93,415.568,105.926
193.63,44263,27183,29220,4113.5,27183,374.26,347.32,73.831,379.05,12.1,32.457,236.38,678.37,108.39,62.899,219.1,411.344,293.161,34.2655,18.8171,544.756,950.05,616.608,409.321,105.324
193.96,44255,27243,29226,4124.8,27243,374.74,347.7,74.255,378.88,12.146,32.473,236,675.34,108.91,62.544,219.06,411.695,294.158,34.3659,18.8906,546.325,943.47,617.296,407.519,105.763
195.83,44462,27414,29314,4154.5,27414,378.49,351.52,74.782,382.71,12.396,32.948,236.04,680.2,107.94,62.722,220.85,416.17,299.299,34.6018,19.1486,555.087,950.75,626.446,405.055,104.853
194.41,44146,27281,29124,4130.1,27281,374.53,349.02,73.829,381.52,12.228,32.415,236.75,679.27,107.91,62.361,219.51,412.23,295.916,34.2591,18.9504,550.375,947.768,619.396,413.363,104.872
193.35,44221,27231,29084,4128.5,27231,374.13,347.74,74.153,377.3,12.093,32.416,235.11,674.51,108.91,62.479,218.73,410.7,295.064,33.9666,19.0275,547.316,943.721,608.617,413.468,105.755
194.63,44349,27382,29063,4148.4,27382,376.24,349.73,74.321,380.57,12.279,32.62,235.55,678.2,109.16,62.655,219.51,413.643,297.063,33.9043,19.0428,551.506,941.119,619.287,417.777,105.941
194.51,44448,27321,29126,4140.2,27321,376.39,349.81,74.252,380.31,12.21,32.759,235.75,679.87,108.36,63.118,219.63,413.526,297.002,33.8928,19.0621,550.939,951.884,612.484,416.339,105.25
194.2,44114,27265,29219,4124.4,27265,373.91,347.93,74.021,380.39,12.181,32.33,236.57,676,108.93,62.219,219.13,410.935,293.797,34.5078,18.8075,546.731,944.031,619.627,407.482,105.776
194.39,44256,27263,29055,4134.2,27263,375.73,349.57,74.355,379.81,12.173,32.633,235.17,676.51,107.57,62.229,219.52,414.383,297.361,34.0863,19.1327,551.506,948.371,608.068,414.868,104.56
193.59,44262,27226,28967,4128.2,27226,375.96,348.63,74.46,377.05,12.114,32.575,234.12,673.99,108.82,62.186,219.41,413.494,295.167,33.7984,19.0403,546.928,939.338,608.147,416.55,105.675
194.83,44409,27278,29267,4135.8,27278,376.69,350.11,74.254,381.28,12.25,32.794,236.22,680.94,106.89,63.015,220.22,413.881,298.246,34.3566,19.1522,553.064,956.414,618.29,408.316,103.964
194.13,44081,27237,29092,4121.5,27237,373.21,347.29,73.966,380.48,12.142,32.22,235.8,674.33,108.4,62.086,218.45,410.725,294.132,34.2002,18.8479,547.57,937.284,615.815,414.609,105.317
193.69,44297,27251,29158,4129.3,27251,374.34,348.28,73.945,378.85,12.123,32.519,236.01,678.3,108.5,62.922,218.97,411.238,295.457,34.0477,19.0031,548.367,952.712,610.403,412.887,105.396
194.43,44217,27289,29116,4127.4,27289,375.04,348.79,74.108,380.72,12.183,32.498,235.89,677.36,109.02,62.378,219.38,412.921,294.026,34.1955,18.8049,546.913,945.871,615.008,413.612,105.856
193.38,44258,27156,29052,4105.9,27156,372.98,346.69,73.736,378.69,11.968,32.379,235.69,676.33,108.86,62.934,218.09,410.248,291.423,33.7452,18.6896,542.214,950.527,600.396,419.655,105.75
194.38,44426,27259,29231,4130.8,27259,375.24,348.14,74.231,380.12,12.163,32.636,236.11,677.92,107.78,63.144,218.86,412.802,296.446,34.162,19.0432,550.178,948.262,615.321,411.994,104.759
192.51,44157,27188,29093,4120.9,27188,372.31,345.66,74.187,374.78,11.966,32.246,234.78,670.27,110.14,62.266,217.49,409.831,292.644,34.0476,18.9151,542.886,940.145,602.2,411.246,106.849
193.49,44364,27248,29286,4121.9,27248,372.96,347.05,73.157,380.49,12.134,32.418,238.07,684.56,108.6,63.887,218.52,409.872,293.854,34.1019,18.8134,546.716,960.259,620.979,412.995,105.494
193.03,44142,27171,29093,4116.3,27171,373.55,346.02,74.103,376.6,12.075,32.225,235.06,672.25,109.13,62.248,218.34,410.22,293.036,34.0871,18.8948,544.055,931.489,617.765,411.535,105.972
194.44,44370,27326,29152,4143.3,27326,376.62,349.75,74.551,379.29,12.235,32.7,234.92,676.71,108.69,62.644,219.82,413.063,297.21,34.0971,19.1121,550.924,944.919,615.649,411.456,105.534
193.97,44339,27247,29124,4133.1,27247,376.18,348.92,74.419,378.24,12.171,32.655,235.08,676.35,108.09,62.587,219.61,413.433,296.722,34.0835,19.1294,549.697,944.873,614.062,411.475,105.024
193.73,44051,27124,29142,4095,27124,372.06,345.82,73.396,381,12.053,32.091,236.71,676.82,108.13,62.514,218.28,409.037,290.384,34.21,18.5408,541.932,941.498,618.023,414.452,105.125
193.07,44261,27253,29077,4128.1,27253,373.13,346.67,73.988,376.93,12.051,32.342,234.89,674.55,110.01,62.776,217.89,410.206,293.491,33.834,18.8969,544.965,942.629,607.607,416.345,106.717
193.68,44195,27175,29190,4118.6,27175,374.6,347.06,74.269,378.07,12.132,32.375,235.47,673.62,107.96,62.323,219.02,411.1,294.755,34.3319,18.9929,546.989,936.271,620.341,407.426,104.938
194.79,44409,27433,29262,4166.8,27433,377.34,351.17,74.949,379.03,12.313,32.902,235.19,676.71,108.97,62.412,220.11,415.504,300.456,34.5271,19.3656,555.693,953.606,613.808,403.82,105.737
194.95,44367,27429,29142,4159.5,27429,377.07,350.81,74.565,380.74,12.341,32.748,235.25,678.5,109,62.517,220.04,414.756,298.951,34.1849,19.1836,554.313,945.455,620.407,412.402,105.781
194.7,44288,27207,29103,4122.2,27207,377.02,349.07,74.686,379.85,12.181,32.689,234.68,674.54,107.3,62.053,219.95,415.683,295.848,34.2822,19.0126,548.768,939.26,615.491,410.926,104.35
193.56,44039,27206,29004,4115.9,27206,373.16,346.78,73.743,379.35,12.131,32.129,235.79,674.87,108.83,62.079,218.57,410.194,292.888,33.9774,18.786,545.223,932.361,619.882,417.501,105.704
193.96,44307,27415,29073,4157.5,27415,375.14,349.44,74.296,378.55,12.24,32.555,235.05,676.94,110.19,62.59,219.01,412.469,297.378,33.9251,19.1276,551.474,944.962,613.36,415.689,106.827
194.03,44448,27248,29137,4131.9,27248,376.02,348.84,74.369,378.54,12.122,32.764,235.11,677.66,108.07,63.002,219.22,414.165,296.514,33.9769,19.0999,549.348,952.085,607.389,413.84,105.004
194.15,44398,27318,29236,4148.5,27318,376.39,349.2,74.716,377.87,12.219,32.747,234.67,675.55,108.46,62.6,219.45,414.272,298.626,34.3708,19.2835,552.482,946.91,615.345,405.869,105.319
195.27,44222,27259,29069,4121.5,27259,375.98,350.15,73.867,384.05,12.253,32.566,236.37,681.36,106.85,62.529,220.26,413.315,295.579,34.0574,18.8417,550.46,949.137,618.756,418.411,103.956
193.86,44447,27431,29184,4163,27431,376.31,349.65,74.439,377.63,12.275,32.733,235.08,678.59,110.36,63.005,219.43,413.529,298.127,34.0714,19.2112,551.812,948.093,618.902,410.502,106.962
194.7,44267,27250,29113,4128.8,27250,376.59,349.24,74.666,379.92,12.199,32.637,234.88,674.31,107.84,62.073,219.82,414.38,296.098,34.2596,19.0205,549.41,939.521,614.95,410.98,104.808
194.21,44320,27390,29249,4155.9,27390,375.49,350.05,74.315,379.16,12.255,32.696,235.79,678.95,109.14,62.641,219.59,413.617,298.532,34.4485,19.2132,553.15,957.582,613.921,406.326,105.905
194.92,44307,27309,29163,4134.4,27309,376.21,349.95,74.216,381.81,12.251,32.659,236.18,679.44,107.93,62.621,219.99,413.671,296.442,34.2295,18.9709,550.801,949.724,617.667,412.645,104.886
193.36,44054,27253,29210,4126.6,27253,373.2,347.42,74.116,377.54,12.114,32.269,235.58,673.32,109.88,61.987,218.84,409.782,293.334,34.5216,18.8646,545.002,944.934,613.214,404.389,106.605
193.49,44240,27120,29151,4108,27120,373.95,346.97,74.179,377.74,12.003,32.438,235.19,673.6,107.81,62.579,218.64,410.448,293.43,34.103,18.9048,544.698,946.584,604.347,411.013,104.818
194.3,44434,27344,29222,4155,27344,376.68,349.42,75.098,377.28,12.206,32.804,234.07,672.7,108.71,62.447,219.22,414.35,299.369,34.3236,19.3583,553.395,944.275,609.83,405.898,105.534
194.53,44101,27114,28966,4103,27114,375.62,348.56,74.305,380.71,12.108,32.424,234.71,673.45,106.56,61.743,219.81,412.515,293.843,33.9815,18.8468,546.431,935.634,610.452,417.389,103.73
192.95,44230,27375,29137,4153.5,27375,373.35,347.19,73.99,376.43,12.202,32.3,235.41,675.81,110.78,62.661,218.11,410.619,296.347,34.0719,19.1248,549.461,938.553,621.501,411.719,107.349
193.24,44179,27213,28958,4119.8,27213,373.02,346.58,73.927,377.77,12.033,32.272,234.84,673.77,109.39,62.401,217.84,411.068,292.971,33.6987,18.8395,544.576,938.112,605.917,421.343,106.191
194.81,44399,27441,29228,4159.9,27441,376.86,351.07,74.011,381.77,12.396,32.747,236.66,684.35,108.74,63.142,220.48,413.795,299.188,34.2367,19.1667,555.054,954.378,629.193,411.037,105.546
194.23,44318,27294,29248,4137.9,27294,375.75,349.49,74.323,379.27,12.196,32.696,236.14,678.21,108.4,62.637,219.76,413.495,296.804,34.4419,19.0881,550.266,955.764,613.158,406.065,105.288
193.79,44479,27320,29272,4148.2,27320,375.95,348.51,74.681,376.84,12.17,32.766,235.38,675.56,109.18,62.989,218.96,413.634,297.729,34.2866,19.237,550.667,949.153,612.682,405.797,105.957
194.76,44310,27274,29136,4129.3,27274,376.19,349.66,73.952,382.07,12.257,32.631,236.51,681.49,107.34,62.799,220.08,413.92,296.455,34.1385,18.975,550.883,949.303,622.158,414.663,104.372
194.78,44372,27338,29253,4139.2,27338,375.43,349.56,73.877,382.28,12.268,32.65,237.49,682.72,107.98,63.193,219.63,413.091,297.011,34.2884,18.9972,551.992,956.373,621.382,411.699,104.921
196.02,44762,27537,29129,4175.7,27537,379.95,353.23,74.374,384.15,12.492,33.186,235.98,688.14,108.11,64.02,221.04,416.849,302.019,33.6077,19.2944,559.679,955.378,627.705,422.627,104.972
194.75,44364,27368,29104,4152.3,27368,376.72,350.2,74.415,380.61,12.312,32.682,235.52,678.54,108.05,62.643,219.82,414.001,299.274,34.021,19.2382,554.818,942.601,621.066,415.122,104.954
194.22,44173,27287,29148,4134.3,27287,375.45,349.3,74.283,379.53,12.217,32.511,236.14,676.3,108.62,62.123,219.83,412.501,295.903,34.3489,19.0075,549.298,945.43,616.827,408.787,105.493
192.76,44093,27144,29210,4114.7,27144,372.85,345.73,74.177,375.61,12.033,32.213,235.21,670.92,109.02,62.108,218.24,409.492,293.161,34.4455,18.9469,543.87,937.838,613.951,403.815,105.873
194.63,44453,27339,29164,4148.4,27339,377.61,350.26,74.808,379.03,12.251,32.853,234.64,676.59,108.44,62.678,220.04,414.739,298.375,34.126,19.2141,552.32,945.939,614.684,410.459,105.306
192.83,44170,27169,29133,4109.2,27169,371.24,345.26,73.379,378.11,11.987,32.148,236.81,676.74,109.3,62.988,217.36,408.769,291.444,33.9723,18.7122,542.537,947.555,609.25,416.02,106.131
194.92,44391,27405,29188,4155.5,27405,377.18,350.77,74.308,381.33,12.364,32.755,236.02,681.28,108.37,62.833,220.33,414.51,299.129,34.2232,19.1874,554.714,948.299,626.218,411.507,105.234
193.68,44428,27379,29166,4160,27379,376.17,349.45,74.585,376.71,12.223,32.756,234.7,676.75,109.56,62.778,219.25,414.208,299.016,34.1143,19.3354,552.752,949.134,612.858,409.511,106.271
194.41,44313,27157,29290,4110.5,27157,375.47,348.64,74.43,379.71,12.066,32.682,235.61,675.65,107.42,62.653,219.68,411.898,293.931,34.473,18.8664,545.757,956.869,604.847,404.708,104.468
193.83,44525,27306,29246,4143.9,27306,376.08,348.28,74.737,376.81,12.138,32.784,234.84,674.97,109.35,63.122,218.82,413.365,296.817,34.1332,19.1621,549.169,947.421,610.288,408.126,106.111
194.4,44288,27227,29089,4124.3,27227,376.42,349.18,74.493,379.46,12.162,32.634,235.05,675.37,107.96,62.331,219.86,413.288,295.328,34.0737,18.9753,547.992,942.61,612.28,412.919,104.922
193.01,44051,27039,29161,4093.6,27039,372.63,345.74,74.284,376.2,11.901,32.256,235.13,668.86,108.14,61.838,218.22,409.659,291.099,34.4049,18.7801,540.69,943.717,598.591,405.647,105.136
194.18,44347,27285,29125,4131.6,27285,374.85,348.5,73.975,380.26,12.162,32.569,236.03,679.21,108.51,62.978,218.95,412.841,295.493,33.9851,18.9486,548.945,949.976,613.159,416.375,105.401
193.44,44252,27263,29201,4131.1,27263,373.46,347.04,73.841,378.45,12.142,32.37,236.46,677.5,109,62.852,218.38,411.179,295.113,34.2232,18.9859,547.989,945.849,618.55,410.737,105.825
192.92,44233,27311,29140,4139.9,27311,373.25,346.62,73.862,376.76,12.158,32.281,235.73,676.23,110.36,62.773,218.1,410.527,294.825,34.0526,19.0013,547.106,938.618,621.645,412.349,107.004
